gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
3113570471	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/74426193	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Fraxinus	Fraxinus anomala		SPECIES	Fraxinus anomala Torr. ex S.Watson	Fraxinus anomala		US		Utah	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	38.530578	-109.518054	261.0						2021-04-18T14:25:56	18	4	2021	3172366	3172366	HUMAN_OBSERVATION	iNaturalist	Observations	74426193		evanabramson	2021-04-18T20:26:30	CC_BY_NC_4_0	evanabramson	evanabramson			2021-05-18T12:27:59.696Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
3113308569	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/77148399	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Fraxinus	Fraxinus anomala		SPECIES	Fraxinus anomala Torr. ex S.Watson	Fraxinus anomala		US		Utah	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	37.604056	-110.005204	191.0						2021-05-01T21:39:00	1	5	2021	3172366	3172366	HUMAN_OBSERVATION	iNaturalist	Observations	77148399		Cheryl McCleary-Catalano	2021-05-04T00:56:21	CC_BY_4_0	Cheryl McCleary-Catalano	Cheryl McCleary-Catalano			2021-05-18T12:29:44.663Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
3109296453	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/69637973	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Fraxinus	Fraxinus anomala		SPECIES	Fraxinus anomala Torr. ex S.Watson	Fraxinus anomala		US		Utah	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	38.60718	-109.58593	15.0						2021-02-15T13:58:00	15	2	2021	3172366	3172366	HUMAN_OBSERVATION	iNaturalist	Observations	69637973		ljohnston835	2021-02-15T21:52:49	CC_BY_NC_4_0	ljohnston835	ljohnston835			2021-05-18T12:00:40.484Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84
3109278029	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/75272864	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Fraxinus	Fraxinus anomala		SPECIES	Fraxinus anomala Torr. ex S.Watson	Fraxinus anomala		US		Utah	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	38.81532	-109.310142	4.0						2021-04-25T10:49:15	25	4	2021	3172366	3172366	HUMAN_OBSERVATION	iNaturalist	Observations	75272864		christian_nunes	2021-04-26T02:40:30	CC_BY_NC_4_0	christian_nunes	christian_nunes			2021-05-18T12:01:18.833Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
3109259334	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/75516074	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Fraxinus	Fraxinus anomala		SPECIES	Fraxinus anomala Torr. ex S.Watson	Fraxinus anomala		US		Utah	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	37.209836	-113.642977	708.0						2021-04-26T18:54:56	26	4	2021	3172366	3172366	HUMAN_OBSERVATION	iNaturalist	Observations	75516074		Peri Lee	2021-04-28T05:39:52	CC_BY_NC_4_0	Peri Lee	Peri Lee			2021-05-18T12:28:12.581Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
3109207555	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/74879693	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Fraxinus	Fraxinus anomala		SPECIES	Fraxinus anomala Torr. ex S.Watson	Fraxinus anomala		US		Utah	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	38.136112	-109.688375	4.0						2021-04-22T13:08:38	22	4	2021	3172366	3172366	HUMAN_OBSERVATION	iNaturalist	Observations	74879693		Robb Hannawacker	2021-04-22T21:53:20	CC0_1_0	Robb Hannawacker	Robb Hannawacker			2021-05-18T12:01:10.142Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
3109070143	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/75356512	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Fraxinus	Fraxinus anomala		SPECIES	Fraxinus anomala Torr. ex S.Watson	Fraxinus anomala		US		Utah	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	38.970505	-110.3741	4.0						2021-04-24T18:54:44	24	4	2021	3172366	3172366	HUMAN_OBSERVATION	iNaturalist	Observations	75356512		Jim Morefield	2021-04-27T04:24:51	CC_BY_NC_4_0	odinbriem0	odinbriem0			2021-05-18T12:27:45.766Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84
3108994631	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/75000297	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Fraxinus	Fraxinus anomala		SPECIES	Fraxinus anomala Torr. ex S.Watson	Fraxinus anomala		US		Arizona	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	36.514547	-113.703864							2021-04-22T17:02:46	22	4	2021	3172366	3172366	HUMAN_OBSERVATION	iNaturalist	Observations	75000297		Peri Lee	2021-04-24T02:38:55	CC_BY_NC_4_0	Peri Lee	Peri Lee			2021-05-18T12:26:51.894Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
3097409516	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/74765126	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Fraxinus	Fraxinus anomala		SPECIES	Fraxinus anomala Torr. ex S.Watson	Fraxinus anomala		US		Utah	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	38.626861	-109.591541	9.0						2021-04-21T13:28:03	21	4	2021	3172366	3172366	HUMAN_OBSERVATION	iNaturalist	Observations	74765126		Jeff Lahr	2021-04-22T03:02:00	CC_BY_4_0	Jeff Lahr	Jeff Lahr			2021-05-18T12:00:57.862Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
3097193368	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/74682228	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Fraxinus	Fraxinus anomala		SPECIES	Fraxinus anomala Torr. ex S.Watson	Fraxinus anomala		US		Utah	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	38.120191	-109.776226	3.0						2021-04-20T10:01:07	20	4	2021	3172366	3172366	HUMAN_OBSERVATION	iNaturalist	Observations	74682228		Robb Hannawacker	2021-04-20T22:41:40	CC0_1_0	Robb Hannawacker	Robb Hannawacker			2021-05-18T12:51:54.641Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
3097191393	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/74693949	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Fraxinus	Fraxinus anomala		SPECIES	Fraxinus anomala Torr. ex S.Watson	Fraxinus anomala		US		Colorado	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	39.168096	-108.743762							2021-04-20T17:27:17	20	4	2021	3172366	3172366	HUMAN_OBSERVATION	iNaturalist	Observations	74693949		lkh2520	2021-04-21T00:55:15	CC_BY_NC_4_0	lkh2520	lkh2520			2021-05-18T12:28:03.091Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
3091303022	e5d9d04e-ffd1-4395-9b10-76034f0c619c	979e8745-56ee-47db-a60c-ac479d961e19	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Fraxinus	Fraxinus anomala		SPECIES	Fraxinus anomala Torr. ex S.Watson	Fraxinus anomala	Torr. ex S. Watson	US	Vermillion Cliffs National Monument ,Paria River corridor, below wooded terrace	Arizona	PRESENT		218f5cbc-bc3e-4a8e-84ee-9281a54cd9e3	36.993086	-111.799349							2013-06-09T00:00:00	9	6	2013	3172366	3172366	PRESERVED_SPECIMEN	ASC		ASC00123729	821			CC_BY_4_0	Deaver Herbarium	Amy Prince; Matt Williamson			2021-04-26T17:41:16.873Z		GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3091302051	e5d9d04e-ffd1-4395-9b10-76034f0c619c	81e482c7-d609-47c7-a2a3-d48a254e0a84	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Fraxinus	Fraxinus anomala		SPECIES	Fraxinus anomala Torr. ex S.Watson	Fraxinus anomala	Torr. ex S. Watson	US	Grand Canyon National Park.  Kwagunt Creek.  Kwagunt Valley, ca. 1.0 mi. W of the Malgosa Crest.	Arizona	PRESENT		218f5cbc-bc3e-4a8e-84ee-9281a54cd9e3	36.24094	-111.87173			1190.0				2008-04-19T00:00:00	19	4	2008	3172366	3172366	PRESERVED_SPECIMEN	ASC		ASC00091194	1602			CC_BY_4_0	Deaver Herbarium	K. Christie; K. Edwards			2021-04-26T17:41:16.715Z	StillImage	GEODETIC_DATUM_INVALID;GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_NONE;DIFFERENT_OWNER_INSTITUTION
3091294028	e5d9d04e-ffd1-4395-9b10-76034f0c619c	a7918c09-8948-4b31-8352-37d2c884db42	Plantae	Tracheophyta	Magnoliopsida	Lamiales	Oleaceae	Fraxinus	Fraxinus anomala	lowellii	VARIETY	Fraxinus anomala var. lowellii (Sarg. ex Rehder) Little	Fraxinus anomala var. lowellii	(Sarg.) Little	US	Minor seep in Still Canyon	Arizona	PRESENT		218f5cbc-bc3e-4a8e-84ee-9281a54cd9e3	33.532966	-109.191785							2010-05-31T00:00:00	31	5	2010	6433330	3172366	PRESERVED_SPECIMEN	ASC		ASC00097648	9434			CC_BY_4_0	Deaver Herbarium	G. Rink; L. Stevens			2021-04-26T17:41:15.346Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
