gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
3091266673	e5d9d04e-ffd1-4395-9b10-76034f0c619c	9321dd33-18f9-4445-b6c8-bfe777f811fe	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Vauquelinia	Vauquelinia californica		SPECIES	Vauquelinia californica (Torr.) Sarg.	Vauquelinia californica	(Torr.) Sarg.	US	Organ Pipe National Monument, Bull Pasture, Ajo Mountains	Arizona	PRESENT		218f5cbc-bc3e-4a8e-84ee-9281a54cd9e3	32.01278	-112.69278			940.0				1968-06-01T00:00:00	1	6	1968	3001749	3001749	PRESERVED_SPECIMEN	ASC		ASC00019214	159	W.B. McDougal		CC_BY_4_0	Deaver Herbarium	R.S. Funk			2021-04-26T17:41:10.609Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3091248087	e5d9d04e-ffd1-4395-9b10-76034f0c619c	23933fa7-32d9-49a6-9355-3078b5ac90a6	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Vauquelinia	Vauquelinia californica		SPECIES	Vauquelinia californica (Torr.) Sarg.	Vauquelinia californica	(Torr.) Sarg.	US	Just northeast of Superior, below the bridge that leads to the tunnel, west side of the highway.	Arizona	PRESENT		218f5cbc-bc3e-4a8e-84ee-9281a54cd9e3	33.297217	-111.089233			914.0				2003-03-25T00:00:00	25	3	2003	3001749	3001749	PRESERVED_SPECIMEN	ASC		ASC00091828	16539			CC_BY_4_0	Deaver Herbarium	Wendy C. Hodgson; D. Damrel, R. Puente, K. Schutz, K. Mathura, K. Babcock, M. Catelleir, C. Davis, C.hris			2021-04-26T17:41:06.941Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3091246170	e5d9d04e-ffd1-4395-9b10-76034f0c619c	52e7872e-4bd8-4614-8068-3a0ce5271de7	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Vauquelinia	Vauquelinia californica		SPECIES	Vauquelinia californica (Torr.) Sarg.	Vauquelinia californica	(Torr.) Sarg.	US	28.4 mi E of Douglas on Guadalupe Canyon Rd.	Arizona	PRESENT		218f5cbc-bc3e-4a8e-84ee-9281a54cd9e3	31.36845	-109.13612			1296.0				2004-03-18T00:00:00	18	3	2004	3001749	3001749	PRESERVED_SPECIMEN	ASC		ASC00078474	294			CC_BY_4_0	Deaver Herbarium	K. Christie			2021-04-26T17:41:06.583Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3090879021	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/74098080	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Vauquelinia	Vauquelinia californica		SPECIES	Vauquelinia californica (Torr.) Sarg.	Vauquelinia californica		US		Arizona	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	32.015247	-112.700851							2021-03-30T07:33:00	30	3	2021	3001749	3001749	HUMAN_OBSERVATION	iNaturalist	Observations	74098080		James Bailey	2021-04-16T05:45:28	CC_BY_4_0	Isaac Krone	Isaac Krone			2021-05-18T12:28:09.933Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
3090780001	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/72387966	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Vauquelinia	Vauquelinia californica		SPECIES	Vauquelinia californica (Torr.) Sarg.	Vauquelinia californica		US		Arizona	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	33.439603	-111.448781	84.0						2021-03-17T18:33:00	17	3	2021	3001749	3001749	HUMAN_OBSERVATION	iNaturalist	Observations	72387966		Steve Jones	2021-03-29T20:53:13	CC_BY_NC_4_0	Curren Frasch	Curren Frasch			2021-05-18T12:27:47.482Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
3070750193	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/72385155	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Vauquelinia	Vauquelinia californica	sonorensis	SUBSPECIES	Vauquelinia californica subsp. sonorensis W.J.Hess & Henrickson	Vauquelinia californica sonorensis		MX		Baja California	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	32.23433	-115.983441	29120.0						2021-03-24T15:46:04	24	3	2021	3001750	3001749	HUMAN_OBSERVATION	iNaturalist	Observations	72385155		jrebman	2021-03-30T16:17:01	CC_BY_NC_4_0	Christian Schwarz	Christian Schwarz			2021-05-18T12:27:57.697Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
3070674279	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/72385205	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Vauquelinia	Vauquelinia californica	sonorensis	SUBSPECIES	Vauquelinia californica subsp. sonorensis W.J.Hess & Henrickson	Vauquelinia californica sonorensis		MX		Baja California	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	32.395224	-115.912635	29120.0						2021-03-24T14:55:40	24	3	2021	3001750	3001749	HUMAN_OBSERVATION	iNaturalist	Observations	72385205		jrebman	2021-03-30T16:17:54	CC_BY_NC_4_0	Christian Schwarz	Christian Schwarz			2021-05-18T12:26:41.919Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
3070652551	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/71838030	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Vauquelinia	Vauquelinia californica		SPECIES	Vauquelinia californica (Torr.) Sarg.	Vauquelinia californica		US		Arizona	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	32.186294	-110.699556	52.0						2021-03-20T11:19:00	20	3	2021	3001749	3001749	HUMAN_OBSERVATION	iNaturalist	Observations	71838030		Dan Beckman	2021-03-29T17:22:16	CC_BY_4_0	Matt Berger	Matt Berger			2021-05-18T12:27:35.488Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
3068022834	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/71593470	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Vauquelinia	Vauquelinia californica		SPECIES	Vauquelinia californica (Torr.) Sarg.	Vauquelinia californica		US		Arizona	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	32.345306	-110.716806	7.0						2021-03-19T13:44:00	19	3	2021	3001749	3001749	HUMAN_OBSERVATION	iNaturalist	Observations	71593470		Steve Jones	2021-03-20T03:36:11	CC_BY_4_0	Matt Berger	Matt Berger			2021-05-18T12:00:39.827Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
3067669727	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/34234473	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Vauquelinia	Vauquelinia californica		SPECIES	Vauquelinia californica (Torr.) Sarg.	Vauquelinia californica		US		Arizona	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	32.37087	-110.70028	5.0						2019-09-26T16:11:09	26	9	2019	3001749	3001749	HUMAN_OBSERVATION	iNaturalist	Observations	34234473		Steve Jones	2019-12-24T04:34:25	CC_BY_4_0	Jared Shorma	Jared Shorma			2021-05-18T12:24:45.921Z		GEODETIC_DATUM_ASSUMED_WGS84
3067668787	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/36991824	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Vauquelinia	Vauquelinia californica		SPECIES	Vauquelinia californica (Torr.) Sarg.	Vauquelinia californica		US		Arizona	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	32.326242	-110.699897							2019-09-22T20:30:12	22	9	2019	3001749	3001749	HUMAN_OBSERVATION	iNaturalist	Observations	36991824		Steve Jones	2019-12-27T17:55:23	CC_BY_4_0	Jared Shorma	Jared Shorma			2021-05-18T12:25:20.273Z		COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
3067649790	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/37632761	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Vauquelinia	Vauquelinia californica		SPECIES	Vauquelinia californica (Torr.) Sarg.	Vauquelinia californica		US		Arizona	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	33.407778	-111.372819	3.0						2020-01-15T16:44:33	15	1	2020	3001749	3001749	HUMAN_OBSERVATION	iNaturalist	Observations	37632761		Steve Jones	2020-01-16T01:54:38	CC_BY_NC_4_0	Colin Schindler	Colin Schindler			2021-05-18T12:25:45.300Z	StillImage	COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84
3059682546	b0515413-6d32-490a-83a0-f8c08f002c70	da716fd0-50bc-4bd1-9830-05a778dc8931	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Vauquelinia	Vauquelinia californica		SPECIES	Vauquelinia californica (Torr.) Sarg.	Vauquelinia californica	(Torr.) Sarg.	US	Native Sons Wholesale Nursery, Arroyo Grande, CA. Cultivated Plants.	California	PRESENT		a8a2b5b7-4683-4566-8e95-3fb3adaeff39	35.082015	-120.569491	1000.0						1987-08-04T00:00:00	4	8	1987	3001749	3001749	PRESERVED_SPECIMEN	CDA		CDA-0009296	18268			CC_BY_NC_4_0		Austin Griffiths		MANAGED	2021-05-06T15:53:28.625Z		GEODETIC_DATUM_ASSUMED_WGS84
3059682541	b0515413-6d32-490a-83a0-f8c08f002c70	7e9182f5-1a04-453f-8b7d-fbfbd902c10f	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Vauquelinia	Vauquelinia californica		SPECIES	Vauquelinia californica (Torr.) Sarg.	Vauquelinia californica	(Torr.) Sarg.	US	Sedona. Cultivated at edge of parking lot of Walgreens.	Arizona	PRESENT		a8a2b5b7-4683-4566-8e95-3fb3adaeff39	34.8633	-111.7964			1341.0				2009-03-27T00:00:00	27	3	2009	3001749	3001749	PRESERVED_SPECIMEN	CDA		CDA-0029648	9.064			CC_BY_NC_4_0		D.G. Kelch; D.A. Weinstein		MANAGED	2021-05-06T15:53:28.625Z		GEODETIC_DATUM_ASSUMED_WGS84
3053477058	ed3d96f2-db7b-48cd-9960-f871e7df7286	c29e5d67-9e6f-4a5b-ae51-eea41eeb2418	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Vauquelinia	Vauquelinia californica		SPECIES	Vauquelinia californica (Torr.) Sarg.	Vauquelinia californica	(Torr.) Sarg.	US	Santa Barbara Botanic Garden. Cuttings from U of Arizona, Tucson.	California	PRESENT		48558fd5-e402-4362-ba91-7c742c96a26c	34.4565	-119.7101	500.0						1967-04-06T00:00:00	6	4	1967	3001749	3001749	PRESERVED_SPECIMEN	SBBG		SBBG163803				CC_BY_NC_4_0		Ralph N. Philbrick			2021-05-06T15:55:27.961Z	StillImage	COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3053477057	ed3d96f2-db7b-48cd-9960-f871e7df7286	54908629-1b34-47ad-84f2-c501377fdbd4	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Vauquelinia	Vauquelinia californica		SPECIES	Vauquelinia californica (Torr.) Sarg.	Vauquelinia californica	(Torr.) Sarg.	US	2745 Puesta del Sol Rd, Santa Barbara	California	PRESENT		48558fd5-e402-4362-ba91-7c742c96a26c	34.4421	-119.7189	200.0						1969-07-22T00:00:00	22	7	1969	3001749	3001749	PRESERVED_SPECIMEN	SBBG		26469				CC_BY_NC_4_0		Katherine K. Muller			2021-05-06T15:55:27.960Z		COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3053476051	ed3d96f2-db7b-48cd-9960-f871e7df7286	e2ba95c8-aab0-445e-b37a-e8b993d06df4	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Vauquelinia	Vauquelinia californica		SPECIES	Vauquelinia californica (Torr.) Sarg.	Vauquelinia californica	(Torr.) Sarg.	US	old F. C. Clements laboratory, 2745 Puesta del Sol, Santa Barbara.	California	PRESENT		48558fd5-e402-4362-ba91-7c742c96a26c	34.4419	-119.7189	200.0						1969-07-22T00:00:00	22	7	1969	3001749	3001749	PRESERVED_SPECIMEN	SBBG		SBBG164699				CC_BY_NC_4_0		Katherine K. Muller			2021-05-06T15:55:27.943Z	StillImage	COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3053476046	ed3d96f2-db7b-48cd-9960-f871e7df7286	1c3fcd49-2675-498a-8263-fbb5bd1dcbd7	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Vauquelinia	Vauquelinia californica		SPECIES	Vauquelinia californica (Torr.) Sarg.	Vauquelinia californica	(Torr.) Sarg.	US	Santa Barbara Botanic Garden. Cuttings from U of Arizona, Tucson.	California	PRESENT		48558fd5-e402-4362-ba91-7c742c96a26c	34.4565	-119.7101	500.0						1967-04-06T00:00:00	6	4	1967	3001749	3001749	PRESERVED_SPECIMEN	SBBG		SBBG163796				CC_BY_NC_4_0		Ralph N. Philbrick			2021-05-06T15:55:27.940Z	StillImage	COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3053476045	ed3d96f2-db7b-48cd-9960-f871e7df7286	f011bb01-1dd0-475a-9539-cf85cd57240c	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Vauquelinia	Vauquelinia californica		SPECIES	Vauquelinia californica (Torr.) Sarg.	Vauquelinia californica	(Torr.) Sarg.	US	2745 Puesta del Sol Rd, Santa Barbara	California	PRESENT		48558fd5-e402-4362-ba91-7c742c96a26c	34.4421	-119.7189	200.0						1971-07-28T00:00:00	28	7	1971	3001749	3001749	PRESERVED_SPECIMEN	SBBG		SBBG163802	2980			CC_BY_NC_4_0		Katherine K. Muller			2021-05-06T15:55:27.940Z	StillImage	COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3053456605	ed3d96f2-db7b-48cd-9960-f871e7df7286	ad425aa0-bae7-4d09-9c2c-7f6ca5728abe	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Vauquelinia	Vauquelinia californica		SPECIES	Vauquelinia californica (Torr.) Sarg.	Vauquelinia californica	(Torr.) Sarg.	US	Santa Catalina Mtns	Arizona	PRESENT		48558fd5-e402-4362-ba91-7c742c96a26c					1219.0				1946-02-09T00:00:00	9	2	1946	3001749	3001749	PRESERVED_SPECIMEN	SBBG		SBBG163600	6201	1		CC_BY_NC_4_0		H. and M. Dearing			2021-05-06T15:55:26.812Z	StillImage	COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3053451400	ed3d96f2-db7b-48cd-9960-f871e7df7286	7d08e407-5207-410b-8cd4-776594be20b0	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Vauquelinia	Vauquelinia californica		SPECIES	Vauquelinia pauciflora Standl.	Vauquelinia pauciflora	Standl.	US	ca. three mi W of Guadalupe Cyn	Arizona	PRESENT		48558fd5-e402-4362-ba91-7c742c96a26c									1965-09-18T00:00:00	18	9	1965	3001755	3001749	PRESERVED_SPECIMEN	SBBG		SBBG163597	2995			CC_BY_NC_4_0		K. B. Williams			2021-05-06T15:55:26.642Z	StillImage	COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3053449809	ed3d96f2-db7b-48cd-9960-f871e7df7286	8da210ca-c140-4d37-954b-c0a0e126b2df	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Vauquelinia	Vauquelinia californica		SPECIES	Vauquelinia californica (Torr.) Sarg.	Vauquelinia californica	(Torr.) Sarg.	US	Molino Basein area, St Catalina Mtns	Arizona	PRESENT		48558fd5-e402-4362-ba91-7c742c96a26c					1219.0				1965-07-11T00:00:00	11	7	1965	3001749	3001749	PRESERVED_SPECIMEN	SBBG		SBBG163605	2874			CC_BY_NC_4_0		K. B. Williams			2021-05-06T15:55:26.234Z	StillImage	COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3053445899	ed3d96f2-db7b-48cd-9960-f871e7df7286	90396154-7eec-4d4e-9d2d-48d935963dc3	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Vauquelinia	Vauquelinia californica		SPECIES	Vauquelinia californica (Torr.) Sarg.	Vauquelinia californica	(Torr.) Sarg.	US	lower Molino Basin area, St Catalina Mtns	Arizona	PRESENT		48558fd5-e402-4362-ba91-7c742c96a26c					1219.0				1965-07-11T00:00:00	11	7	1965	3001749	3001749	PRESERVED_SPECIMEN	SBBG		SBBG163602	2873			CC_BY_NC_4_0		K. B. Williams			2021-05-06T15:55:25.759Z	StillImage	COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
3053444736	ed3d96f2-db7b-48cd-9960-f871e7df7286	89bc2877-58c0-4ab6-910e-e69a17d624d7	Plantae	Tracheophyta	Magnoliopsida	Rosales	Rosaceae	Vauquelinia	Vauquelinia californica		SPECIES	Vauquelinia californica (Torr.) Sarg.	Vauquelinia californica	(Torr.) Sarg.	US	Santa Rita Mtns, hillsides ca. 0.5 mi E of the site of Helvetia, ca. 13 mi SE of the jct of Santa Rita and Sahuarita rds, in Sahuarita, on Santa Rita Rd	Arizona	PRESENT		48558fd5-e402-4362-ba91-7c742c96a26c	31.85361	-110.78194			1372.0				1983-07-09T00:00:00	9	7	1983	3001749	3001749	PRESERVED_SPECIMEN	SBBG		SBBG163599	3955			CC_BY_NC_4_0		A. C. Sanders; Jan West			2021-05-06T15:55:25.083Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
