"climate","overlap_min_13","overlap_mn_13","overlap_md_13","overlap_max_13","beta_area","sd_area","t_area","p_area","beta_nhosts","sd_nhosts","t_nhosts","p_nhosts"
"current",64.5675,88.2111461538462,94.8916,99.9972,-2.50692892489282,3.79258266678996,-0.661008380079604,0.522210373674966,0.629050621576064,0.331241364354562,1.89907025290092,0.0840826329454337
"ssp245_2041",61.0111,88.4604,95.4993,100,-4.63375698962463,3.52453223016814,-1.31471545357484,0.215356119843567,0.669449462705436,0.335041121467555,1.99811133562679,0.0710334128540658
"ssp245_2071",62.0462,88.8159461538462,94.5178,100,-4.75246807988996,3.36150506698645,-1.41379173470962,0.185094483247068,0.6400450168563,0.325395545163434,1.9669753515981,0.0749175761075841
"ssp370_2041",62.0246,88.7475,95.8983,100,-4.766428858259,3.42566012143583,-1.39138988962548,0.191605413319142,0.64678937526338,0.332315648833177,1.9463103153113,0.0776036445824886
"ssp370_2071",61.2105,89.7413076923077,97.3468,100,-5.58381469463503,3.28640779691028,-1.69906324464196,0.117376783026011,0.621627196586599,0.33676162246147,1.84589678610935,0.0919696754058422
"ssp585_2041",58.7045,88.5604153846154,95.5825,100,-4.68610196465938,3.54763235515562,-1.32090969286862,0.213351183036303,0.67627532132322,0.340100082113387,1.98845974138211,0.0722168807960503
"ssp585_2071",59.32,89.5908846153846,98.3984,100,-6.24662641953353,3.34868844493136,-1.86539492170092,0.0890019396024976,0.67076079329962,0.3498302228957,1.9173894918153,0.0815129833298119
