"pa","fold","bio1","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9"
1,1,8.9968729019165,14.8777122497559,3.81355905532837,2373.90234375,478.503540039062,18.6993942260742,77.1002655029297,1142.49426269531,114.343673706055,156.655136108398,947.495239257812,8.51803016662598,39.1141662597656,460.916137695312,21.4486198425293,-0.392683029174805,21.8413028717041,5.15223169326782,14.1872806549072
1,2,9.71460437774658,16.7159805297852,3.88207221031189,1187.84387207031,211.417770385742,20.2131023406982,60.3113899230957,511.803527832031,109.681159973145,120.277397155762,413.731811523438,7.39333629608154,32.2874794006348,537.38525390625,22.895565032959,-0.0560022592544556,22.951566696167,5.6037654876709,15.9835777282715
1,3,10.5003862380981,17.4043292999268,4.73084831237793,1100.19079589844,196.734283447266,18.9890937805176,60.7885589599609,477.072448730469,101.335647583008,112.861419677734,384.630676269531,7.19628763198853,31.9813003540039,529.627868652344,23.4019660949707,0.851948082447052,22.5500183105469,6.3892765045166,16.7209815979004
1,4,9.96773529052734,17.3934478759766,3.22103953361511,2574.08544921875,508.511627197266,30.0011920928955,72.5589141845703,1202.78259277344,165.589385986328,185.630844116211,942.855712890625,6.77755260467529,28.7078151702881,585.754638671875,23.5406608581543,-0.146074846386909,23.6867370605469,4.70384216308594,17.0128231048584
1,5,9.96773529052734,17.3934478759766,3.22103953361511,2574.08544921875,508.511627197266,30.0011920928955,72.5589141845703,1202.78259277344,165.589385986328,185.630844116211,942.855712890625,6.77755260467529,28.7078151702881,585.754638671875,23.5406608581543,-0.146074846386909,23.6867370605469,4.70384216308594,17.0128231048584
1,1,10.5988845825195,17.0275058746338,4.84093761444092,776.783142089844,159.04377746582,7.51744508743286,75.9831771850586,384.08837890625,44.2975959777832,52.7492790222168,328.134613037109,7.15991163253784,32.970100402832,505.725494384766,23.0329284667969,1.23592340946198,21.797004699707,5.91145706176758,16.4482307434082
1,2,10.4896078109741,17.5782127380371,4.40238809585571,1080.71667480469,216.383834838867,11.9386692047119,73.6433792114258,521.589111328125,69.0775985717773,78.3508224487305,439.728332519531,7.89921760559082,33.4351654052734,547.434020996094,24.1508197784424,0.476054668426514,23.6747646331787,5.57589626312256,16.9676074981689
1,3,10.7868175506592,17.4350872039795,4.95263624191284,762.094970703125,154.499252319336,7.53075981140137,74.6894226074219,373.366058349609,45.5702705383301,53.6308555603027,319.383544921875,7.27807426452637,32.7682151794434,518.238220214844,23.6067543029785,1.31743657588959,22.2893180847168,5.99185705184937,16.9362640380859
1,4,10.5988845825195,17.0275058746338,4.84093761444092,776.783142089844,159.04377746582,7.51744508743286,75.9831771850586,384.08837890625,44.2975959777832,52.7492790222168,328.134613037109,7.15991163253784,32.970100402832,505.725494384766,23.0329284667969,1.23592340946198,21.797004699707,5.91145706176758,16.4482307434082
1,5,10.7868175506592,17.4350872039795,4.95263624191284,762.094970703125,154.499252319336,7.53075981140137,74.6894226074219,373.366058349609,45.5702705383301,53.6308555603027,319.383544921875,7.27807426452637,32.7682151794434,518.238220214844,23.6067543029785,1.31743657588959,22.2893180847168,5.99185705184937,16.9362640380859
