"pa","fold","bio1","bio10","bio11","bio12","bio13","bio14","bio15","bio16","bio17","bio18","bio19","bio2","bio3","bio4","bio5","bio6","bio7","bio8","bio9"
1,1,8.25656032562256,18.7821826934814,-2.12788820266724,324.049072265625,49.5167961120605,11.5978412628174,40.5784072875977,113.696784973145,51.5878677368164,79.3419723510742,80.9318237304688,10.8483972549438,30.869176864624,848.84130859375,28.3028583526611,-6.93936061859131,35.2422180175781,7.09042692184448,8.11969757080078
1,2,8.06436634063721,18.7479648590088,-2.32695817947388,310.411285400391,51.2478065490723,8.59379482269287,48.5491256713867,114.671676635742,41.9704742431641,65.2963409423828,92.8792343139648,12.3060808181763,33.4802780151367,858.520141601562,29.0025901794434,-7.84425401687622,36.8468437194824,4.07358074188232,13.7047777175903
1,3,9.62145805358887,19.8528881072998,0.00378781324252486,297.189514160156,44.9264106750488,10.3541412353516,40.6600074768066,104.709022521973,46.7135848999023,63.6035995483398,79.1655578613281,10.2138433456421,30.6228504180908,809.141662597656,29.169412612915,-4.27016353607178,33.4395790100098,7.88174819946289,14.4745397567749
1,4,8.24405097961426,18.8633518218994,-1.9978746175766,301.934509277344,47.0374031066895,10.5535717010498,42.6645278930664,107.803070068359,46.8838882446289,74.740364074707,83.1244049072266,11.1624212265015,31.4467277526855,849.27978515625,28.7714176177979,-6.80885219573975,35.5802688598633,6.21889638900757,9.71535587310791
1,5,7.08856773376465,18.2766971588135,-4.51987075805664,344.997375488281,56.4895248413086,10.5192422866821,49.15869140625,134.343215942383,48.9099617004395,72.6468505859375,116.374977111816,12.9400243759155,33.289924621582,922.073059082031,28.9165382385254,-10.026294708252,38.9428329467773,-2.79744958877563,10.1514511108398
1,1,5.33374881744385,16.2351322174072,-5.62799453735352,457.608551025391,81.4392166137695,13.7970008850098,49.210132598877,169.963729858398,69.276985168457,112.828437805176,93.5104522705078,12.3701639175415,31.7504615783691,887.393737792969,26.5079517364502,-12.5711183547974,39.0790672302246,8.86068248748779,5.49395561218262
1,2,9.00672626495361,19.3361797332764,-0.85516631603241,334.780822753906,50.758918762207,11.814980506897,40.2272186279297,117.022453308105,53.8502159118652,73.3915863037109,83.4051055908203,10.40283203125,30.4823417663574,821.78369140625,28.6581764221191,-5.56859588623047,34.2267723083496,7.11575174331665,8.94952774047852
1,3,6.52148532867432,17.0632724761963,-3.81193947792053,346.280029296875,55.3416328430176,11.2440977096558,45.3422012329102,125.65210723877,51.4644889831543,76.41796875,100.584800720215,12.1392965316772,33.2044639587402,850.706176757812,27.2943134307861,-9.34743595123291,36.6417503356934,4.50503158569336,9.03509998321533
1,4,9.73708629608154,20.7861309051514,-1.04539096355438,279.746276855469,45.9194412231445,7.6655478477478,48.4284820556641,103.644119262695,37.077709197998,60.5993156433105,84.1645736694336,11.9017505645752,32.3678588867188,885.267395019531,31.0338954925537,-5.82231330871582,36.8562088012695,5.01817464828491,15.3805875778198
1,5,5.33374881744385,16.2351322174072,-5.62799453735352,457.608551025391,81.4392166137695,13.7970008850098,49.210132598877,169.963729858398,69.276985168457,112.828437805176,93.5104522705078,12.3701639175415,31.7504615783691,887.393737792969,26.5079517364502,-12.5711183547974,39.0790672302246,8.86068248748779,5.49395561218262
1,1,8.06417751312256,18.7204971313477,-2.42495560646057,382.81103515625,59.6303977966309,13.3197031021118,41.8280487060547,135.86116027832,60.197681427002,89.5606307983398,98.8040771484375,10.6017932891846,29.8211841583252,858.661010742188,28.2248497009277,-7.41330623626709,35.6381568908691,5.92052316665649,7.72912359237671
1,2,6.45955657958984,17.5909004211426,-4.71344184875488,338.473571777344,54.0322265625,10.3215713500977,44.5656547546387,121.425598144531,48.2680511474609,96.5529556274414,77.0037536621094,12.4271306991577,32.3848915100098,907.637573242188,27.7818412780762,-10.6763305664062,38.4581718444824,6.66704177856445,4.72345113754272
